P BARCODE,P TYPE,HOME LIBR,RECORD #
"21743005356225","5","g","p12513180"
"21743005365325","2","m","p12513593"
"21743005333760","2","m","p12513775"
"21743005324074","0","m","p12513787"
"21743005051362","6","l","p1251407x"
"21743005051578","7","l","p12514135"
"21743005374178","0","m","p12514160"
"21743005087465","1","a","p12515140"
"21743005104278","0","a","p12515231"
"21743005205521","0","c","p12515553"
"21743005176730","6","a","p12515607"
"21743005333430","0","r","p12515875"
"21743005119730","1","m","p12515954"
"21743005061411","0","c","p12516053"
"21743005284989","0","s","p12516454"
"21743005336953","2","m","p12516867"
"21743005104054","0","a","p12516922"
"21743005205927","0","c","p12517070"
"21743005334768","3","m","p12517379"
"21743005087655","3","a","p12517641"
"21743005321104","3","a","p12517665"
"21743005332432","0","c","p12518025"
"21743005303805","0","r","p12518104"
"21743005334867","2","m","p12518785"
"21743005243290","1","r","p1252007x"
"21743005338694","6","r","p12520160"
"21743005243308","0","r","p12520329"
"21743005386164","0","r","p12520457"
"21743005231253","6","l","p12520780"
"21743005481155","0","c","p12520792"
"21743005438049","0","r","p12521395"
"21743005331137","2","r","p12521449"
"21743005370481","2","m","p12521462"
"21743005370499","0","m","p12521747"
"21743005333521","8","r","p12522211"
"21743005524384","2","m","p12522752"
"21743005534342","1","m","p12522909"
"21743005011499","8","n","p1252394x"
"21743005372859","2","m","p12524359"
"21743005061056","2","c","p12525467"
"21743005705108","3","r","p12525625"
"21743005335237","0","m","p12525959"
"21743005107420","0","c","p12527063"
"21743005243209","0","r","p12527105"
"21743005137310","19","m","p12527853"
"21743005339668","0","drive","p12528122"
"21743005060421","0","c","p12529102"
"21743005109228","0","c","p12529485"
"21743005340526","0","r","p12530098"
"21743005372701","3","m","p12530323"
"21743005371638","0","m","p1253058x"
"21743005086210","2","a","p12530980"
"21743005329909","0","r","p12531339"
"21743005070669","8","n","p12531418"
"21743005470604","3","m","p12532587"
"21743005341029","0","r","p12532836"
"21743005469838","2","m","p12533117"
"21743005370283","0","m","p12533282"
"21743005373022","2","m","p12533452"
"21743005288642","3","m","p12533907"
"21743005467949","2","m","p12534146"
"21743005255237","0","x","p12534250"
"21743005340922","0","r","p12534754"
"21743005471420","2","m","p12535643"
"21743005470299","0","m","p12536052"
"21743005137526","2","m","p12537226"
"21743005138458","2","m","p12537391"
"21743005487244","2","m","p12537822"
"21743005243340","1","r","p12538061"
"21743005030838","0","s","p12538711"
"21743005357538","4","g","p12538759"
"21743005435417","0","r","p12538814"
"21743005372131","1","m","p12539302"
"21743005471107","0","m","p12539727"
"21743005341482","0","r","p12540274"
"21743005242870","0","r","p12540298"
"21743005470117","2","m","p12540729"
"21743005338876","10","r","p12540730"
"21743005341615","0","r","p12541837"
"21743005075163","4","r","p12542052"
"21743005362827","2","m","p12543093"
"21743005341201","0","r","p1254324x"
"21743005107131","0","c","p12543482"
"21743005243753","0","r","p12543524"
"21743005476387","1","r","p12544620"
"21743005087713","2","a","p12544838"
"21743005355292","4","g","p12545053"
"21743005244348","0","r","p12545090"
"21743005320940","2","a","p12545296"
"21743005077045","0","a","p12545302"
"21743005262878","0","r","p1254548x"
"21743005320965","0","a","p12546094"
"21743005363452","0","m","p12546288"
"21743005469036","2","m","p12546409"
"21743005261490","4","r","p12547220"
"21743005077128","0","a","p12548017"
"21743005269063","0","r","p12548042"
"21743005070453","18","n","p1254856x"
"21743005073119","0","r","p12548959"
"21743005469333","1","m","p12549162"
"21743005362165","2","m","p12549253"
"21743005363205","2","m","p12549332"
"21743005470059","2","m","p12549502"
"21743005320361","0","a","p12549617"
"21743005449582","0","m","p12549678"
"21743005362207","2","m","p12550012"
"21743005362298","2","m","p12550553"
"21743005076328","1","a","p12550905"
"21743005363411","2","m","p12551272"
"21743005476114","1","r","p12551429"
"21743005231758","6","l","p12552057"
"21743005448923","0","m","p12552367"
"21743005476189","0","r","p12553013"
"21743005244009","0","r","p12553037"
"21743005231824","6","l","p12553086"
"21743005051230","6","l","p12553177"
"21743005311055","6","l","p12553189"
"21743005051909","6","l","p12553220"
"21743005106497","0","c","p12553372"
"21743005476973","0","r","p12554455"
"21743005329537","0","s","p12554467"
"21743005311352","6","drive","p12554522"
"21743005343314","0","c","p12554741"
"21743005449871","3","m","p12555204"
"21743005105275","2","a","p12555411"
"21743005448931","2","m","p12555599"
"21743005450192","1","m","p1255621x"
"21743005243894","1","r","p12556403"
"21743005055504","0","c","p12557481"
"21743005477203","1","r","p12557857"
"21743005362579","2","m","p12557912"
"21743005330071","2","r","p12557997"
"21743005449772","2","m","p12558801"
"21743005362587","0","m","p12558813"
"21743005487186","2","m","p12558990"
"21743005448113","3","m","p1255957x"
"21743005475397","9","n","p12559635"
"21743005338256","0","r","p12561290"
"21743005073929","4","r","p12561757"
"21743005073952","0","r","p12561848"
"21743005363940","2","m","p12562324"
"21743005363957","0","m","p12562361"
"21743005447362","3","m","p12563365"
"21743005308341","0","r","p1256350x"
"21743005436258","19","r","p12563961"
"21743005319959","2","a","p12564187"
"21743005281647","11","s","p12564199"
"21743005475710","0","r","p12564321"
"21743005447776","2","m","p12564618"
"21743005135215","2","m","p12564801"
"21743005285606","8","m","p1256493x"
"21743005450770","0","m","p12565052"
"21743005073820","6","r","p12565088"
"21743005344197","0","c","p1256509x"
"21743005320049","8","n","p12565349"
"21743005476635","1","r","p12565672"
"21743005535778","2","m","p12565751"
"21743005448006","2","m","p12565787"
"21743005451299","0","c","p12566482"
"21743005017561","0","x","p12567024"
"21743005231972","6","l","p12567309"
"21743005486493","2","m","p12567784"
"21743005073267","2","r","p12567863"
"21743005075452","0","r","p12568181"
"21743005478284","5","r","p12568235"
"21743005288592","3","m","p12568909"
"21743005487376","3","m","p12568910"
"21743005471453","8","n","p12569458"
"21743005072863","1","r","p12569665"
"21743005478946","0","r","p1256994x"
"21743005478953","0","r","p12569951"
"21743005289145","4","m","p12570060"
"21743005325899","0","s","p12570254"
"21743005438957","0","r","p12570357"
"21743005287941","2","m","p12571118"
"21743005365929","2","m","p12571258"
"21743005437462","0","r","p12571386"
"21743005479381","0","r","p12571416"
"21743005287784","3","m","p12571659"
"21743005560792","0","r","p12572391"
"21743005475579","11","r","p1257255x"
"21743005076773","2","a","p12572597"
"21743005560818","0","r","p12572834"
"21743005073705","1","r","p12573619"
"21743005055678","0","c","p12573620"
"21743005448683","2","m","p12573656"
"21743005177589","2","a","p1257496x"
"21743005523220","3","m","p12576475"
"21743005572821","0","m","p12577327"
"21743005052873","6","l","p12577571"
"21743005563663","0","r","p12577728"
"21743005572847","3","m","p12577959"
"21743005572706","2","m","p12579580"
"21743005563333","4","r","p12579762"
"21743005070206","8","n","p12579920"
"21743005595517","2","r","p12580491"
"21743005282116","10","s","p12580521"
"21743005566484","0","r","p12580831"
"21743005087903","3","a","p1258101x"
"21743005494976","0","m","p12581057"
"21743005083191","4","g","p12581100"
"21743005561964","1","r","p12582189"
"21743005345244","1","c","p12582220"
"21743005566435","0","r","p12582773"
"21743005485537","19","m","p12582888"
"21743005056270","2","c","p1258339x"
"21743005556220","3","a","p12583601"
"21743005057724","0","c","p12583959"
"21743005562046","0","r","p12584071"
"21743005562343","0","r","p12584435"
"21743005668900","2","r","p12584599"
"21743005561311","1","r","p12585129"
"21743005345384","0","c","p12585130"
"21743005566195","2","r","p12585221"
"21743005560552","2","r","p12585750"
"21743005056635","1","c","p12586122"
"21743005560636","1","r","p12586523"
"21743005535919","3","m","p12586559"
"21743005355888","4","g","p1258681x"
"21743005344700","0","c","p12586845"
"21743005319165","2","a","p12587278"
"21743005573399","2","m","p12587643"
"21743005289327","1","m","p12587709"
"21743005495056","0","m","p12587734"
"21743005562616","0","r","p12587874"
"21743005437744","1","r","p12588246"
"21743005573738","2","m","p12588325"
"21743005561261","1","r","p12588490"
"21743005282330","10","s","p12588520"
"21743005286976","2","m","p12588623"
"21743005494521","0","m","p12588817"
"21743005345053","0","c","p1258888x"
"21743005355896","4","g","p12588908"
"21743005286984","2","m","p12589172"
"21743005057849","0","c","p12589251"
"21743005562889","0","r","p12589639"
"21743005573340","2","m","p12589901"
"21743005437553","0","r","p12589937"
"21743005569462","6","l","p12590022"
"21743005376736","2","r","p12590058"
"21743005439203","6","l","p12590502"
"21743005344577","1","c","p12590654"
"21743005376413","0","drive","p12590708"
"21743005562160","0","r","p1259071x"
"21743005365580","0","m","p12591944"
"21743005475363","8","n","p12592055"
"21743005568365","6","l","p12592079"
"21743005344379","0","c","p1259247x"
"21743005573845","3","m","p1259278x"
"21743005574041","2","m","p1259300x"
"21743005574124","0","m","p12593060"
"21743005104872","1","a","p12593540"
"21743005377320","0","r","p12593722"
"21743005365622","2","m","p12593904"
"21743005573928","10","m","p12593990"
"21743005574090","3","m","p1259510x"
"21743005288857","19","m","p12595160"
"21743005573985","3","m","p12595299"
"21743005574512","3","m","p12596085"
"21743005574439","0","m","p12596127"
"21743005523238","0","m","p12596140"
"21743005454343","0","c","p12596255"
"21743005565197","0","r","p12596310"
"21743005311766","6","l","p12596930"
"21743005568910","6","l","p12597806"
"21743005375878","2","r","p12597892"
"21743005561857","2","r","p12597909"
"21743005575659","2","m","p12598100"
"21743005575592","2","m","p12598422"
"21743005487459","1","m","p12598471"
"21743005104286","0","a","p12598513"
"21743005575535","0","m","p1259863x"
"21743005574405","2","m","p12598689"
"21743005565312","0","r","p1259877x"
"21743005564901","2","r","p12598975"
"21743005377783","0","r","p12599098"
"21743005454145","1","c","p12599128"
"21743005564224","1","r","p12599372"
"21743005542733","0","r","p12599463"
"21743005486360","2","m","p12599712"
"21743005564380","0","r","p12599906"
"21743005374483","3","r","p12599979"
"21743003998515","0","r","p12599980"
"21743005486386","2","m","p12600180"
"21743005523345","2","m","p1260043x"
"21743005319306","1","a","p12600672"
"21743005522131","2","m","p12600891"
"21743005377817","0","r","p12601068"
"21743005565874","19","r","p12603004"
"21743005523907","2","m","p12603405"
"21743005313143","7","l","p12603466"
"21743005576061","0","m","p12604136"
"21743005495627","2","m","p1260429x"
"21743005057708","0","c","p12604884"
"21743005454970","1","c","p12604896"
"21743005141098","1","c","p12604902"
"21743005310743","19","l","p12605232"
"21743005523790","0","m","p12605323"
"21743005566872","1","r","p12605591"
"21743005587019","0","c","p12605633"
"21743005454277","1","c","p12605645"
"21743005575006","0","m","p1260642x"
"21743005451653","0","c","p12606492"
"21743005057153","1","c","p12606868"
"21743005375845","0","r","p12607198"
"21743005577200","2","m","p12607721"
"21743005077623","2","a","p12608002"
"21743005576913","2","m","p12608014"
"21743005057203","0","c","p12608026"
"21743005557913","4","r","p12608555"
"21743005576939","2","m","p12608737"
"21743005128210","19","m","p12608956"
"21743005567813","0","r","p12609304"
"21743005576616","0","m","p12609419"
"21743005374954","1","r","p12609511"
"21743005520259","0","m","p12610410"
"21743005104583","2","a","p12611013"
"21743005466685","0","r","p12611177"
"21743005557822","0","r","p12611244"
"21743005577168","0","m","p12611360"
"21743005579230","0","m","p12611840"
"21743005466750","0","r","p12612078"
"21743005577010","2","m","p12612121"
"21743005520366","2","m","p12612765"
"21743005466552","0","r","p12613034"
"21743005493754","2","m","p12613459"
"21743005374905","1","r","p12613599"
"21743005557855","4","r","p12613629"
"21743005452883","0","c","p1261385x"
"21743005057682","0","c","p12613873"
"21743005602412","1","r","p12614233"
"21743005453352","0","c","p12614683"
"21743005104880","2","a","p12614828"
"21743005484589","1","m","p12614981"
"21743005374749","0","r","p12615298"
"21743005256268","0","x","p12615389"
"21743005491832","2","m","p1261595x"
"21743005452990","1","c","p12616291"
"21743005520077","2","m","p12616485"
"21743005491857","2","m","p12616667"
"21743005521042","3","m","p12616849"
"21743005579768","1","m","p12617428"
"21743005579669","2","m","p12617477"
"21743005374293","0","r","p12617878"
"21743005465620","4","r","p12617933"
"21743005274592","0","r","p12618822"
"21743005446729","5","g","p12619115"
"21743005495106","0","m","p12619231"
"21743005142427","0","c","p12619292"
"21743005318514","0","a","p12619309"
"21743005466842","0","r","p12619334"
"21743005317896","6","a","p12619632"
"21743005318530","2","a","p12619784"
"21743005058458","0","c","p12619899"
"21743005141551","0","m","p12620117"
"21743005141569","2","m","p12620129"
"21743005578950","2","m","p12620130"
"21743005570296","6","l","p12621201"
"21743003956802","2","a","p1262200x"
"21743005463807","0","r","p12622060"
"21743005452560","0","c","p1262228x"
"21743005463831","1","r","p1262276x"
"21743005135314","6","m","p12622965"
"21743005444054","5","g","p12623271"
"21743005492178","0","m","p12623283"
"21743005280128","5","g","p12624676"
"21743005142294","0","c","p12625085"
"21743005610076","2","m","p12625747"
"21743005556543","0","r","p12625851"
"21743005314919","6","l","p12626028"
"21743005521687","2","m","p12626089"
"21743005491956","19","m","p12626235"
"21743005273818","4","r","p12626545"
"21743005578547","2","m","p12626879"
"21743005318068","2","a","p12628116"
"21743005318076","2","a","p12628256"
"21743005273859","0","r","p12628657"
"21743005318845","2","a","p12628748"
"21743005329073","0","s","p12628785"
"21743005465760","0","r","p12628906"
"21743005484100","3","m","p12630263"
"21743005072137","0","r","p1263041x"
"21743005568050","1","r","p12630603"
"21743005557400","0","r","p12631218"
"21743005467055","0","r","p12632119"
"21743005467048","0","r","p12632132"
"21743005520549","2","m","p12632326"
"21743005274873","2","r","p12632399"
"21743005578018","1","m","p12632466"
"21743005464375","4","r","p1263251x"
"21743002043800","6","m","p12632569"
"21743005376140","0","r","p12632612"
"21743005521935","0","m","p1263282x"
"21743005577994","2","m","p1263301x"
"21743005578075","2","m","p12633021"
"21743005494190","2","m","p12634256"
"21743005465976","0","r","p12634360"
"21743005377056","0","r","p12635479"
"21743005453824","0","c","p12635534"
"21743005564414","0","r","p12635790"
"21743005273503","0","r","p12636241"
"21743005558341","0","r","p12636332"
"21743005480330","0","c","p12636952"
"21743005274220","0","r","p12637464"
"21743005492723","0","m","p12637622"
"21743005474283","8","n","p12639023"
"21743005318498","0","a","p12639047"
"21743005464458","0","r","p12639187"
"21743005285564","3","m","p12639898"
"21743005484779","2","m","p12640517"
"21743005483060","1","c","p12640682"
"21743005274683","0","r","p12640852"
"21743005318662","1","a","p1264139x"
"21743005591656","12","m","p12641522"
"21743005473426","8","n","p1264156x"
"21743005438304","0","r","p12641583"
"21743005588231","1","m","p12641741"
"21743005492533","0","m","p12641765"
"21743005576681","1","m","p12641777"
"21743005370184","5","g","p12641789"
"21743005566583","0","r","p12642368"
"21743005463633","1","r","p12642824"
"21743005285440","2","m","p12642952"
"21743003930708","0","c","p1264321x"
"21743005590823","10","m","p12643646"
"21743005457254","1","c","p12643671"
"21743005571625","6","l","p12643956"
"21743005590153","1","m","p12644675"
"21743005315700","6","l","p1264495x"
"21743005589056","1","m","p12645102"
"21743005589031","1","m","p12645114"
"21743005614730","0","a","p12646544"
"21743005455282","1","c","p12647020"
"21743005492749","0","m","p12647147"
"21743005460738","0","r","p12647445"
"21743005557087","19","r","p12647470"
"21743005460696","1","r","p1264769x"
"21743005457387","0","c","p12647871"
"21743005457601","0","c","p12648152"
"21743005328216","10","s","p12648589"
"21743005280938","5","g","p12649259"
"21743005570056","6","l","p1264934x"
"21743005473954","9","n","p12649521"
"21743005276142","0","r","p12649958"
"21743005614631","3","a","p12649983"
"21743005658786","2","m","p12649995"
"21743005276027","0","r","p12650146"
"21743005276191","0","r","p12650341"
"21743005285325","2","m","p12650420"
"21743005459896","0","r","p12650523"
"21743005591953","2","a","p12650572"
"21743005589411","12","c","p12651163"
"21743005377213","0","r","p12651631"
"21743005459607","0","r","p12651965"
"21743005592217","0","a","p1265243x"
"21743005276597","0","r","p12652490"
"21743005483292","0","c","p12652532"
"21743005659057","0","m","p12652672"
"21743005460282","0","r","p1265288x"
"21743005460308","2","r","p1265291x"
"21743005459755","0","drive","p12652957"
"21743005569884","6","l","p12652969"
"21743005522644","0","m","p12653068"
"21743005459771","1","r","p12653123"
"21743005569843","6","l","p12653238"
"21743005275565","2","r","p12653998"
"21743005577929","2","m","p12654036"
"21743005588694","0","m","p12654437"
"21743005658471","2","m","p12654450"
"21743005589379","2","m","p12654851"
"21743005590401","2","m","p12654887"
"21743005588058","6","m","p12655727"
"21743005462080","0","r","p12655958"
"21743005658539","2","m","p12656136"
"21743005589304","2","m","p12656148"
"21743004029773","0","r","p12656252"
"21743005328323","0","s","p12656495"
"21743005276795","0","r","p12656604"
"21743005521497","0","m","p12656768"
"21743005462486","0","r","p12657268"
"21743005466982","0","r","p12657384"
"21743005481692","0","c","p12657931"
"21743005610183","2","m","p1265811x"
"21743005660071","2","m","p12658133"
"21743005276837","0","r","p12658613"
"21743005460514","6","r","p12659617"
"21743005283320","1","s","p12660267"
"21743005378203","5","r","p1266053x"
"21743005276480","1","r","p12660607"
"21743005558713","0","r","p12661053"
"21743005275458","0","r","p12661077"
"21743005275466","1","r","p12661089"
"21743005569744","6","l","p12662069"
"21743005459367","0","r","p12662410"
"21743005481585","0","c","p1266263x"
"21743005610670","2","m","p12662963"
"21743005275607","2","r","p12663013"
"21743005380399","10","r","p12663827"
"21743005378179","0","r","p12663967"
"21743005610746","1","m","p12664145"
"21743005473616","9","n","p12664376"
"21743005524301","0","c","p12664431"
"21743005312921","6","l","p1266473x"
"21743005660436","0","m","p12664741"
"21743005660469","2","m","p12665794"
"21743005532916","10","m","p12666063"
"21743005458062","0","c","p12666737"
"21743005597646","0","r","p12667055"
"21743005532437","2","m","p12667390"
"21743005481890","0","c","p12667547"
"21743005532569","0","m","p12667638"
"21743005610290","2","m","p12668163"
"21743005592191","0","a","p12668497"
"21743005614292","0","a","p12668631"
"21743005611082","2","m","p12668680"
"21743005597448","1","r","p12669179"
"21743005608765","2","m","p12669738"
"21743005533492","0","m","p12669891"
"21743005455654","0","c","p12669994"
"21743005533013","2","m","p12670923"
"21743005279963","4","g","p12671265"
"21743005456694","0","c","p12672488"
"21743005659578","2","m","p12672750"
"21743005599329","5","r","p12674266"
"21743001557974","0","m","p12674813"
"21743005596457","0","r","p12674825"
"21743005608062","0","m","p12674904"
"21743005608070","0","m","p12674965"
"21743005289855","0","r","p12675088"
"21743005481122","0","c","p12675155"
"21743005608120","2","m","p12675180"
"21743005596481","3","r","p12675386"
"21743005313572","6","l","p12675738"
"21743005327457","0","s","p12675763"
"21743005596242","0","r","p1267610x"
"21743005609557","0","m","p12676305"
"21743005456793","0","c","p1267686x"
"21743005481197","0","c","p12676913"
"21743005555586","2","a","p12677474"
"21743005379979","1","r","p12677917"
"21743005285481","0","m","p12678636"
"21743005380225","0","r","p12678648"
"21743005534383","2","m","p12678764"
"21743005601844","1","r","p12678910"
"21743005661590","2","m","p12679185"
"21743005661244","19","m","p12679306"
"21743005608443","2","m","p12679793"
"21743005439633","6","l","p12680254"
"21743005527957","0","c","p12680801"
"21743005602446","6","r","p12680916"
"21743005602347","0","r","p12681076"
"21743005291232","1","r","p12681167"
"21743005439575","6","l","p12681453"
"21743005595681","0","r","p12681787"
"21743005314547","6","l","p12681842"
"21743005605340","0","m","p1268188x"
"21743005380753","19","r","p12681982"
"21743005379003","1","r","p12682214"
"21743005290739","1","r","p12682226"
"21743005607767","0","m","p12682627"
"21743005660931","2","m","p12682731"
"21743005602115","0","r","p12683486"
"21743005491170","2","m","p12683930"
"21743004110730","5","g","p12684612"
"21743005446380","4","g","p12684740"
"21743005607890","2","m","p12684776"
"21743005559729","0","r","p12685343"
"21743005280490","5","g","p12685495"
"21743005491345","2","m","p12685951"
"21743005491204","1","m","p12686098"
"21743005603154","0","r","p12686645"
"21743005662077","10","c","p12687236"
"21743005490834","2","m","p12687637"
"21743005606959","2","m","p12687868"
"21743005381025","0","r","p12688071"
"21743005534243","0","m","p12688095"
"21743005381116","0","r","p12688617"
"21743005601471","1","r","p12689105"
"21743005491477","0","m","p12689385"
"21743005534763","0","m","p1269003x"
"21743005370093","4","g","p1269065x"
"21743005290754","0","r","p12690739"
"21743005539150","2","m","p12691264"
"21743005601380","1","r","p12691562"
"21743005600374","0","r","p12691574"
"21743005659255","0","m","p1269180x"
"21743005524947","0","c","p12691823"
"21743005292438","19","r","p1269194x"
"21743005442074","6","l","p12692001"
"21743005480843","1","c","p12693686"
"21743005539812","4","m","p12693820"
"21743005610522","2","m","p12695403"
"21743005490495","2","m","p12696006"
"21743005381827","3","r","p12696493"
"21743005664321","1","c","p12696614"
"21743005659917","0","m","p1269776x"
"21743005705058","1","r","p12697904"
"21743005384532","2","r","p12697977"
"21743005615091","0","a","p12698246"
"21743005705553","0","r","p1269843x"
"21743005328158","0","s","p12698465"
"21743005664560","0","c","p12699184"
"21743005292495","0","r","p12699548"
"21743005385398","0","r","p12699949"
"21743005482476","1","c","p12700575"
"21743005664438","0","c","p12700605"
"21743005592928","2","a","p1270068x"
"21743005489901","0","m","p12700812"
"21743005158670","5","g","p12701300"
"21743005490859","0","m","p12702195"
"21743005592969","2","a","p12702249"
"21743005327770","11","s","p12702298"
"21743005480470","0","c","p12702791"
"21743005490883","2","m","p12703254"
"21743005524616","0","c","p12703564"
"21743005480496","0","c","p12703783"
"21743005488622","2","m","p12704271"
"21743005703558","1","r","p12704507"
"21743005386131","1","r","p12704519"
"21743005386073","0","r","p12704635"
"21743005604889","19","m","p12704684"
"21743005533104","2","m","p12705238"
"21743005605209","2","m","p12705299"
"21743005605167","2","m","p12705342"
"21743005386024","19","r","p12705895"
"21743005441563","6","l","p12706073"
"21743005533039","19","m","p12706127"
"21743005489117","0","m","p1270622x"
"21743005539051","2","m","p12706565"
"21743005480900","0","c","p12706620"
"21743005703327","0","r","p12706851"
"21743005538574","2","m","p12707119"
"21743005490438","2","m","p12707442"
"21743005593280","0","a","p12707569"
"21743005533633","2","m","p12707855"
"21743005487707","3","m","p12707867"
"21743005605142","3","m","p12707879"
"21743005538723","2","m","p12707880"
"21743005604632","0","m","p12708203"
"21743005472758","8","n","p12708380"
"21743005538624","2","m","p12708434"
"21743005538996","2","m","p12708604"
"21743005472782","8","n","p1270863x"
"21743005490628","2","m","p12709438"
"21743005606017","2","m","p12709578"
"21743005383401","0","r","p12709943"
"21743005705462","0","r","p1271043x"
"21743005592886","2","a","p12710878"
"21743005706585","0","r","p12711354"
"21743005538707","2","m","p12711378"
"21743005538715","2","m","p12711706"
"21743005383294","0","r","p12712826"
"21743005664636","0","c","p12712851"
"21743005538525","2","m","p12713399"
"21743005383310","2","r","p12713466"
"21743005606157","18","m","p12713508"
"21743005399126","1","r","p12713703"
"21743005703400","1","r","p1271401x"
"21743005693601","2","m","p12714070"
"21743005703434","0","r","p12714094"
"21743005389531","0","c","p12714409"
"21743005703350","0","r","p12714483"
"21743005662713","0","c","p12714604"
"21743005693635","2","m","p12714628"
"21743005703160","7","r","p12715074"
"21743005706726","0","r","p12715529"
"21743005385711","0","r","p12715864"
"21743005706825","0","r","p12715918"
"21743005706775","1","r","p12715979"
"21743005699996","10","drive","p12716121"
"21743005390075","0","c","p12716315"
"21743005694583","2","m","p12716595"
"21743005701404","4","r","p12716698"
"21743005699715","0","r","p12716868"
"21743005326848","0","x","p12717162"
"21743005389648","0","c","p12718257"
"21743005700133","2","r","p12718889"
"21743005383641","1","r","p12718919"
"21743005383872","0","r","p12719213"
"21743005368816","4","g","p12719262"
"21743005535463","2","m","p12719729"
"21743005068952","10","n","p12720410"
"21743005488226","0","m","p12720677"
"21743005383914","0","r","p12720756"
"21743005538889","0","m","p12720963"
"21743005383963","10","r","p1272144x"
"21743005699517","0","r","p12721712"
"21743005382999","0","r","p12721773"
"21743005354634","10","g","p12721785"
"21743005488739","2","m","p12721906"
"21743005699541","1","r","p12722200"
"21743005535612","2","m","p12722558"
"21743005693353","2","m","p12722613"
"21743005376330","0","r","p12722832"
"21743005389754","0","c","p12723460"
"21743005389796","0","c","p12724233"
"21743005698857","0","r","p12724646"
"21743005389820","0","c","p12724786"
"21743005443643","5","g","p12724877"
"21743005384326","12","drive","p12724981"
"21743005726088","0","m","p12725584"
"21743005693122","2","m","p12725869"
"21743005387501","0","c","p12726497"
"21743005700596","0","r","p12726552"
"21743005665088","8","c","p12726576"
"21743005665120","0","c","p1272760x"
"21743005693882","0","m","p12727738"
"21743005700844","0","r","p12727751"
"21743005693866","0","m","p12728871"
"21743005692983","0","m","p12729401"
"21743005384946","10","r","p12729723"
"21743005725551","2","m","p12729759"
"21743005663661","0","c","p12731110"
"21743005665005","0","c","p12731389"
"21743005729801","0","r","p12731651"
"21743005702303","0","r","p12731997"
"21743005084132","4","g","p12732321"
"21743005253786","2","x","p12733131"
"21743005692728","0","m","p12733489"
"21743005536347","2","m","p12733544"
"21743005691027","2","m","p12733593"
"21743005387030","1","c","p12733738"
"21743005690938","2","m","p12733805"
"21743005701925","0","r","p12734032"
"21743005668884","1","r","p12734081"
"21743005725353","2","m","p1273424x"
"21743005527361","1","c","p12734755"
"21743005729975","0","r","p12734809"
"21743005663562","0","c","p12735590"
"21743005669247","2","r","p12735887"
"21743005668405","0","r","p12736132"
"21743005729660","0","r","p12736405"
"21743005668439","0","r","p12736442"
"21743005665583","0","c","p12736478"
"21743005669130","19","r","p12736703"
"21743005690516","0","m","p12736946"
"21743005730155","0","r","p12736983"
"21743005690573","0","m","p12737239"
"21743005723507","2","m","p12737240"
"21743005284427","10","s","p12737586"
"21743005668231","0","r","p12737793"
"21743005068770","8","n","p12737975"
"21743005725205","2","m","p12738219"
"21743005668017","2","r","p12738438"
"21743005594056","0","a","p12738918"
"21743005681663","2","m","p12739042"
"21743005724430","2","m","p12739431"
"21743005528542","4","g","p12739844"
"21743005690730","0","m","p12739856"
"21743005690748","2","m","p12739911"
"21743005668629","1","r","p12739935"
"21743005283106","10","s","p12739960"
"21743005668504","6","r","p12740810"
"21743005593967","0","a","p1274119x"
"21743005681838","0","m","p12741231"
"21743005554902","0","a","p12741504"
"21743005540455","0","r","p12741528"
"21743005729116","6","r","p12741681"
"21743005681978","0","m","p12741759"
"21743005681986","2","m","p12741814"
"21743005536792","0","m","p12741899"
"21743005681994","2","m","p12741917"
"21743005681374","19","m","p12742168"
"21743005667944","4","r","p1274217x"
"21743005626304","2","m","p12742521"
"21743005691266","2","m","p12742867"
"21743005327945","0","s","p12742879"
"21743005551841","6","l","p12743033"
"21743005536438","2","m","p1274329x"
"21743005399746","0","r","p12743446"
"21743005430277","0","m","p12743896"
"21743005554779","2","a","p12744050"
"21743005667662","0","r","p12744281"
"21743005528583","10","g","p12744384"
"21743005626130","2","m","p12744815"
"21743005542766","0","r","p12744864"
"21743005587100","0","c","p12745182"
"21743005691597","2","m","p12745686"
"21743005727227","2","m","p12745716"
"21743005724224","19","m","p12745777"
"21743005691605","19","m","p12745789"
"21743005667373","4","r","p12745868"
"21743005725387","2","m","p12746381"
"21743005128012","1","m","p12746873"
"21743005730213","1","r","p12747063"
"21743005104526","2","a","p12747129"
"21743005509005","10","s","p12747142"
"21743005722905","2","m","p1274718x"
"21743005388871","0","c","p1274735x"
"21743005669890","0","r","p12748328"
"21743005293220","0","r","p12748419"
"21743005244942","11","r","p12748766"
"21743005722509","2","m","p12748869"
"21743005725049","2","m","p1274945x"
"21743005245048","0","r","p1274962x"
"21743005388921","0","c","p12749783"
"21743005666797","2","r","p12749813"
"21743005722624","2","m","p12749898"
"21743005683271","8","n","p12750098"
"21743005595061","2","a","p1275013x"
"21743005667019","0","r","p12750414"
"21743005244868","1","r","p1275058x"
"21743005724174","0","m","p12750888"
"21743005666623","0","r","p12751753"
"21743005730999","10","r","p12752046"
"21743005666359","0","r","p12752071"
"21743005586938","0","c","p1275237x"
"21743005441084","6","l","p12752447"
"21743005725064","2","m","p12753427"
"21743005542774","0","r","p12753476"
"21743005683370","8","n","p12754055"
"21743005551718","6","l","p12754134"
"21743005695101","6","l","p12754626"
"21743005724018","2","m","p12755059"
"21743005666128","0","r","p12755606"
"21743005613971","2","a","p12755849"
"21743005701859","0","r","p12756465"
